theta(град)   d_times   d_db
322.181091   0.406611   -3.908212
322.271136   0.404492   -3.930900
322.361181   0.402379   -3.953643
322.451226   0.400273   -3.976439
322.541271   0.398172   -3.999290
322.631316   0.396078   -4.022196
322.721361   0.393989   -4.045157
322.811406   0.391907   -4.068173
322.901451   0.389830   -4.091243
322.991496   0.387760   -4.114370
323.081541   0.385696   -4.137552
323.171586   0.383637   -4.160790
323.261631   0.381585   -4.184083
323.351676   0.379539   -4.207433
323.441721   0.377499   -4.230840
323.531766   0.375465   -4.254303
323.621811   0.373437   -4.277823
323.711856   0.371416   -4.301400
323.801901   0.369400   -4.325034
323.891946   0.367390   -4.348725
323.981991   0.365387   -4.372475
324.072036   0.363389   -4.396282
324.162081   0.361398   -4.420147
324.252126   0.359412   -4.444071
324.342171   0.357433   -4.468053
324.432216   0.355460   -4.492094
324.522261   0.353493   -4.516193
324.612306   0.351532   -4.540352
324.702351   0.349577   -4.564571
324.792396   0.347628   -4.588849
324.882441   0.345686   -4.613187
324.972486   0.343749   -4.637586
325.062531   0.341819   -4.662044
325.152576   0.339894   -4.686563
325.242621   0.337976   -4.711144
325.332666   0.336064   -4.735785
325.422711   0.334158   -4.760488
325.512756   0.332258   -4.785252
325.602801   0.330364   -4.810078
325.692846   0.328476   -4.834966
325.782891   0.326594   -4.859917
325.872936   0.324718   -4.884930
325.962981   0.322849   -4.910006
326.053026   0.320985   -4.935146
326.143072   0.319128   -4.960349
326.233117   0.317277   -4.985615
326.323162   0.315432   -5.010946
326.413207   0.313593   -5.036341
326.503252   0.311760   -5.061800
326.593297   0.309933   -5.087324
326.683342   0.308112   -5.112914
326.773387   0.306297   -5.138569
326.863432   0.304489   -5.164289
326.953477   0.302686   -5.190075
327.043522   0.300890   -5.215928
327.133567   0.299099   -5.241847
327.223612   0.297315   -5.267834
327.313657   0.295537   -5.293887
327.403702   0.293764   -5.320008
327.493747   0.291998   -5.346197
327.583792   0.290238   -5.372453
327.673837   0.288484   -5.398779
327.763882   0.286736   -5.425173
327.853927   0.284994   -5.451636
327.943972   0.283259   -5.478168
328.034017   0.281529   -5.504771
328.124062   0.279805   -5.531443
328.214107   0.278087   -5.558186
328.304152   0.276376   -5.584999
328.394197   0.274670   -5.611884
328.484242   0.272971   -5.638840
328.574287   0.271277   -5.665868
328.664332   0.269590   -5.692968
328.754377   0.267908   -5.720140
328.844422   0.266233   -5.747386
328.934467   0.264563   -5.774704
329.024512   0.262900   -5.802096
329.114557   0.261242   -5.829562
329.204602   0.259591   -5.857103
329.294647   0.257946   -5.884718
329.384692   0.256306   -5.912408
329.474737   0.254673   -5.940174
329.564782   0.253045   -5.968016
329.654827   0.251424   -5.995934
329.744872   0.249808   -6.023929
329.834917   0.248199   -6.052000
329.924962   0.246595   -6.080150
330.015007   0.244998   -6.108377
330.105052   0.243406   -6.136682
330.195098   0.241821   -6.165067
330.285143   0.240241   -6.193530
330.375188   0.238667   -6.222073
330.465233   0.237099   -6.250696
330.555278   0.235537   -6.279400
330.645323   0.233982   -6.308184
330.735368   0.232432   -6.337050
330.825413   0.230887   -6.365997
330.915458   0.229349   -6.395027
331.005503   0.227817   -6.424140
331.095548   0.226291   -6.453336
331.185593   0.224770   -6.482615
331.275638   0.223255   -6.511979
331.365683   0.221747   -6.541427
331.455728   0.220244   -6.570960
331.545773   0.218747   -6.600579
331.635818   0.217256   -6.630284
331.725863   0.215771   -6.660076
331.815908   0.214291   -6.689955
331.905953   0.212818   -6.719921
331.995998   0.211350   -6.749976
332.086043   0.209888   -6.780119
332.176088   0.208432   -6.810351
332.266133   0.206982   -6.840673
332.356178   0.205538   -6.871086
332.446223   0.204099   -6.901589
332.536268   0.202666   -6.932184
332.626313   0.201239   -6.962870
332.716358   0.199818   -6.993649
332.806403   0.198403   -7.024521
332.896448   0.196993   -7.055487
332.986493   0.195589   -7.086547
333.076538   0.194191   -7.117702
333.166583   0.192799   -7.148952
333.256628   0.191412   -7.180299
333.346673   0.190032   -7.211741
333.436718   0.188657   -7.243282
333.526763   0.187287   -7.274920
333.616808   0.185924   -7.306656
333.706853   0.184566   -7.338492
333.796898   0.183213   -7.370427
333.886943   0.181867   -7.402463
333.976988   0.180526   -7.434600
334.067033   0.179191   -7.466839
334.157078   0.177862   -7.499180
334.247124   0.176538   -7.531625
334.337169   0.175220   -7.564173
334.427214   0.173907   -7.596826
334.517259   0.172600   -7.629584
334.607304   0.171299   -7.662447
334.697349   0.170004   -7.695418
334.787394   0.168714   -7.728496
334.877439   0.167429   -7.761682
334.967484   0.166151   -7.794977
335.057529   0.164878   -7.828381
335.147574   0.163610   -7.861896
335.237619   0.162348   -7.895523
335.327664   0.161092   -7.929261
335.417709   0.159841   -7.963111
335.507754   0.158596   -7.997076
335.597799   0.157356   -8.031155
335.687844   0.156122   -8.065348
335.777889   0.154894   -8.099658
335.867934   0.153671   -8.134085
335.957979   0.152453   -8.168630
336.048024   0.151241   -8.203293
336.138069   0.150035   -8.238075
336.228114   0.148834   -8.272978
336.318159   0.147639   -8.308002
336.408204   0.146449   -8.343148
336.498249   0.145264   -8.378418
336.588294   0.144085   -8.413811
336.678339   0.142911   -8.449329
336.768384   0.141743   -8.484973
336.858429   0.140581   -8.520743
336.948474   0.139423   -8.556642
337.038519   0.138272   -8.592669
337.128564   0.137125   -8.628826
337.218609   0.135984   -8.665114
337.308654   0.134849   -8.701533
337.398699   0.133718   -8.738086
337.488744   0.132594   -8.774772
337.578789   0.131474   -8.811593
337.668834   0.130360   -8.848550
337.758879   0.129251   -8.885645
337.848924   0.128148   -8.922877
337.938969   0.127050   -8.960249
338.029014   0.125957   -8.997761
338.119059   0.124870   -9.035415
338.209105   0.123788   -9.073211
338.299150   0.122711   -9.111152
338.389195   0.121640   -9.149237
338.479240   0.120574   -9.187469
338.569285   0.119513   -9.225848
338.659330   0.118457   -9.264376
338.749375   0.117407   -9.303054
338.839420   0.116362   -9.341884
338.929465   0.115322   -9.380866
339.019510   0.114288   -9.420002
339.109555   0.113258   -9.459293
339.199600   0.112234   -9.498741
339.289645   0.111216   -9.538346
339.379690   0.110202   -9.578111
339.469735   0.109193   -9.618037
339.559780   0.108190   -9.658124
339.649825   0.107192   -9.698375
339.739870   0.106199   -9.738791
339.829915   0.105211   -9.779374
339.919960   0.104229   -9.820124
340.010005   0.103251   -9.861044
340.100050   0.102279   -9.902135
340.190095   0.101312   -9.943399
340.280140   0.100350   -9.984836
340.370185   0.099393   -10.026450
340.460230   0.098441   -10.068241
340.550275   0.097494   -10.110210
340.640320   0.096553   -10.152361
340.730365   0.095616   -10.194693
340.820410   0.094685   -10.237210
340.910455   0.093758   -10.279913
341.000500   0.092837   -10.322803
341.090545   0.091920   -10.365883
341.180590   0.091009   -10.409154
341.270635   0.090103   -10.452618
341.360680   0.089202   -10.496277
341.450725   0.088305   -10.540133
341.540770   0.087414   -10.584188
341.630815   0.086528   -10.628443
341.720860   0.085647   -10.672901
341.810905   0.084770   -10.717564
341.900950   0.083899   -10.762434
341.990995   0.083033   -10.807513
342.081040   0.082171   -10.852802
342.171085   0.081315   -10.898305
342.261131   0.080463   -10.944023
342.351176   0.079617   -10.989959
342.441221   0.078775   -11.036115
342.531266   0.077938   -11.082493
342.621311   0.077106   -11.129095
342.711356   0.076279   -11.175924
342.801401   0.075457   -11.222982
342.891446   0.074640   -11.270272
342.981491   0.073828   -11.317796
343.071536   0.073020   -11.365557
343.161581   0.072218   -11.413557
343.251626   0.071420   -11.461798
343.341671   0.070627   -11.510284
343.431716   0.069839   -11.559018
343.521761   0.069056   -11.608001
343.611806   0.068277   -11.657236
343.701851   0.067504   -11.706727
343.791896   0.066735   -11.756477
343.881941   0.065971   -11.806488
343.971986   0.065211   -11.856762
344.062031   0.064457   -11.907304
344.152076   0.063707   -11.958117
344.242121   0.062962   -12.009203
344.332166   0.062222   -12.060565
344.422211   0.061486   -12.112207
344.512256   0.060756   -12.164133
344.602301   0.060030   -12.216345
344.692346   0.059308   -12.268846
344.782391   0.058592   -12.321642
344.872436   0.057880   -12.374734
344.962481   0.057173   -12.428126
345.052526   0.056470   -12.481823
345.142571   0.055772   -12.535827
345.232616   0.055079   -12.590144
345.322661   0.054390   -12.644776
345.412706   0.053707   -12.699727
345.502751   0.053027   -12.755002
345.592796   0.052353   -12.810604
345.682841   0.051683   -12.866539
345.772886   0.051017   -12.922809
345.862931   0.050357   -12.979420
345.952976   0.049701   -13.036375
346.043021   0.049049   -13.093680
346.133066   0.048402   -13.151338
346.223112   0.047760   -13.209355
346.313157   0.047122   -13.267736
346.403202   0.046489   -13.326485
346.493247   0.045861   -13.385606
346.583292   0.045237   -13.445106
346.673337   0.044617   -13.504990
346.763382   0.044002   -13.565262
346.853427   0.043392   -13.625928
346.943472   0.042786   -13.686994
347.033517   0.042185   -13.748465
347.123562   0.041588   -13.810347
347.213607   0.040995   -13.872645
347.303652   0.040408   -13.935366
347.393697   0.039824   -13.998516
347.483742   0.039245   -14.062101
347.573787   0.038671   -14.126128
347.663832   0.038101   -14.190602
347.753877   0.037536   -14.255531
347.843922   0.036975   -14.320922
347.933967   0.036418   -14.386781
348.024012   0.035866   -14.453115
348.114057   0.035319   -14.519932
348.204102   0.034776   -14.587239
348.294147   0.034237   -14.655044
348.384192   0.033703   -14.723355
348.474237   0.033173   -14.792179
348.564282   0.032647   -14.861525
348.654327   0.032126   -14.931401
348.744372   0.031610   -15.001815
348.834417   0.031097   -15.072777
348.924462   0.030589   -15.144296
349.014507   0.030086   -15.216379
349.104552   0.029587   -15.289038
349.194597   0.029092   -15.362282
349.284642   0.028601   -15.436120
349.374687   0.028115   -15.510563
349.464732   0.027634   -15.585621
349.554777   0.027156   -15.661305
349.644822   0.026683   -15.737625
349.734867   0.026214   -15.814594
349.824912   0.025750   -15.892222
349.914957   0.025290   -15.970522
350.005002   0.024834   -16.049505
350.095047   0.024383   -16.129185
350.185092   0.023936   -16.209573
350.275138   0.023493   -16.290684
350.365183   0.023054   -16.372530
350.455228   0.022620   -16.455126
350.545273   0.022190   -16.538487
350.635318   0.021764   -16.622626
350.725363   0.021342   -16.707559
350.815408   0.020925   -16.793302
350.905453   0.020512   -16.879871
350.995498   0.020104   -16.967282
351.085543   0.019699   -17.055553
351.175588   0.019299   -17.144701
351.265633   0.018903   -17.234744
351.355678   0.018511   -17.325702
351.445723   0.018123   -17.417593
351.535768   0.017740   -17.510437
351.625813   0.017361   -17.604254
351.715858   0.016986   -17.699067
351.805903   0.016615   -17.794897
351.895948   0.016249   -17.891767
351.985993   0.015887   -17.989700
352.076038   0.015528   -18.088720
352.166083   0.015175   -18.188852
352.256128   0.014825   -18.290123
352.346173   0.014479   -18.392559
352.436218   0.014138   -18.496187
352.526263   0.013801   -18.601038
352.616308   0.013467   -18.707140
352.706353   0.013139   -18.814524
352.796398   0.012814   -18.923223
352.886443   0.012493   -19.033270
352.976488   0.012177   -19.144699
353.066533   0.011864   -19.257546
353.156578   0.011556   -19.371849
353.246623   0.011252   -19.487646
353.336668   0.010952   -19.604978
353.426713   0.010656   -19.723887
353.516758   0.010365   -19.844416
353.606803   0.010077   -19.966612
353.696848   0.009794   -20.090521
353.786893   0.009514   -20.216193
353.876938   0.009239   -20.343680
353.966983   0.008968   -20.473036
354.057028   0.008701   -20.604318
354.147073   0.008438   -20.737584
354.237119   0.008179   -20.872896
354.327164   0.007924   -21.010320
354.417209   0.007674   -21.149922
354.507254   0.007427   -21.291775
354.597299   0.007185   -21.435953
354.687344   0.006946   -21.582534
354.777389   0.006712   -21.731600
354.867434   0.006482   -21.883240
354.957479   0.006255   -22.037543
355.047524   0.006033   -22.194607
355.137569   0.005815   -22.354533
355.227614   0.005601   -22.517428
355.317659   0.005391   -22.683406
355.407704   0.005185   -22.852587
355.497749   0.004983   -23.025098
355.587794   0.004785   -23.201074
355.677839   0.004591   -23.380659
355.767884   0.004401   -23.564005
355.857929   0.004216   -23.751273
355.947974   0.004034   -23.942638
356.038019   0.003856   -24.138283
356.128064   0.003683   -24.338406
356.218109   0.003513   -24.543217
356.308154   0.003347   -24.752944
356.398199   0.003186   -24.967830
356.488244   0.003028   -25.188136
356.578289   0.002875   -25.414145
356.668334   0.002725   -25.646161
356.758379   0.002580   -25.884514
356.848424   0.002438   -26.129561
356.938469   0.002301   -26.381692
357.028514   0.002167   -26.641330
357.118559   0.002038   -26.908938
357.208604   0.001912   -27.185022
357.298649   0.001791   -27.470139
357.388694   0.001673   -27.764902
357.478739   0.001560   -28.069990
357.568784   0.001450   -28.386153
357.658829   0.001345   -28.714229
357.748874   0.001243   -29.055154
357.838919   0.001146   -29.409977
357.928964   0.001052   -29.779883
358.019009   0.000962   -30.166213
358.109054   0.000877   -30.570498
358.199099   0.000795   -30.994491
358.289145   0.000718   -31.440216
358.379190   0.000644   -31.910025
358.469235   0.000575   -32.406673
358.559280   0.000509   -32.933418
358.649325   0.000447   -33.494149
358.739370   0.000390   -34.093559
358.829415   0.000336   -34.737387
358.919460   0.000286   -35.432754
359.009505   0.000241   -36.188639
359.099550   0.000199   -37.016595
359.189595   0.000161   -37.931836
359.279640   0.000127   -38.954966
359.369685   0.000097   -40.114870
359.459730   0.000072   -41.453855
359.549775   0.000050   -43.037509
359.639820   0.000032   -44.975706
359.729865   0.000018   -47.474409
359.819910   0.000008   -50.995955
359.909955   0.000002   -57.014929
360.000000   0.000000   -90.000000
